ATTRIBUTES:

Attribute #1:C:\Users\labpc\Documents\EEE 5354 L\MOSFET Sweep.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:TEST  04/16/2026  16:01:07
DATE:04/16/2026
TIME:16:01:07

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: CONST,
VALUE:,5

ID:,G,
UNIT:,SMU3,
MODE: SWEEP,
START:,-10,
STOP:,10,
PNTS:,51,
STEP:,0.4

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  TEST  04/16/2026  16:01:07

VD,ID,VG,IG,ACCSTRESS
5.00000000E+000,1.88500000E-003,8.00000000E-001,9.12480000E-010,*
5.00000000E+000,1.90200000E-003,1.20000000E+000,2.63950000E-009,*
5.00000000E+000,1.93700000E-003,1.60000000E+000,-2.68890000E-009,*
5.00000000E+000,1.99000000E-003,2.00000000E+000,3.01290000E-009,*
5.00000000E+000,2.06050000E-003,2.40000000E+000,-1.11050000E-009,*
5.00000000E+000,2.14460000E-003,2.80000000E+000,1.16250000E-009,*
5.00000000E+000,2.24300000E-003,3.20000000E+000,6.68000000E-010,*
5.00000000E+000,2.35500000E-003,3.60000000E+000,-1.94740000E-009,*
5.00000000E+000,2.47160000E-003,4.00000000E+000,3.44040000E-009,*
5.00000000E+000,2.60400000E-003,4.40000000E+000,-2.23750000E-009,*
5.00000000E+000,2.74350000E-003,4.80000000E+000,1.95450000E-009,*
5.00000000E+000,2.89150000E-003,5.20000000E+000,-5.94980000E-010,*
5.00000000E+000,3.04750000E-003,5.60000000E+000,-1.71390000E-009,*
5.00000000E+000,3.20700000E-003,6.00000000E+000,3.46850000E-009,*
5.00000000E+000,3.37210000E-003,6.40000000E+000,-2.22100000E-009,*
5.00000000E+000,3.54050000E-003,6.80000000E+000,1.65900000E-009,*
5.00000000E+000,3.71050000E-003,7.20000000E+000,-1.93500000E-010,*
5.00000000E+000,3.88100000E-003,7.60000000E+000,-1.53450000E-009,*
5.00000000E+000,4.05100000E-003,8.00000000E+000,3.47100000E-009,*
5.00000000E+000,4.21760000E-003,8.40000000E+000,-2.38890000E-009,*
5.00000000E+000,4.38090000E-003,8.80000000E+000,2.29500000E-009,*
5.00000000E+000,4.54260000E-003,9.20000000E+000,-6.22980000E-010,*
5.00000000E+000,4.69800000E-003,9.60000000E+000,-1.43650000E-009,*
5.00000000E+000,4.85110000E-003,1.00000000E+001,3.52640000E-009,*

TEST RESULTS:  TEST  04/16/2026  16:01:07


SETUP:1V GATE  04/16/2026  16:01:21
DATE:04/16/2026
TIME:16:01:21

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,1

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  1V GATE  04/16/2026  16:01:21

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,1.23500000E-006,1.00000000E+000,1.02250000E-009,0.00000000E+000
2.00000000E-001,1.16300000E-005,1.00000000E+000,-7.20490000E-010,*
4.00000000E-001,1.84050000E-005,1.00000000E+000,-1.33200000E-009,*
6.00000000E-001,2.50940000E-005,1.00000000E+000,2.46850000E-009,*
8.00000000E-001,3.40790000E-005,1.00000000E+000,-3.00440000E-009,*
1.00000000E+000,4.57240000E-005,1.00000000E+000,2.88840000E-009,*
1.20000000E+000,6.06200000E-005,1.00000000E+000,-2.12300000E-009,*
1.40000000E+000,7.90090000E-005,1.00000000E+000,1.09800000E-009,*
1.60000000E+000,1.01000000E-004,1.00000000E+000,-5.73980000E-010,*
1.80000000E+000,1.27400000E-004,1.00000000E+000,1.79690000E-009,*
2.00000000E+000,1.58150000E-004,1.00000000E+000,-2.71290000E-009,*
2.20000000E+000,1.93400000E-004,1.00000000E+000,2.93240000E-009,*
2.40000000E+000,2.33850000E-004,1.00000000E+000,-2.26790000E-009,*
2.60000000E+000,2.79460000E-004,1.00000000E+000,1.15450000E-009,*
2.80000000E+000,3.30850000E-004,1.00000000E+000,-7.80490000E-010,*
3.00000000E+000,3.88800000E-004,1.00000000E+000,-1.25050000E-009,*
3.20000000E+000,4.53050000E-004,1.00000000E+000,2.35090000E-009,*
3.40000000E+000,5.25060000E-004,1.00000000E+000,-2.98190000E-009,*
3.60000000E+000,6.05310000E-004,1.00000000E+000,2.96940000E-009,*
3.80000000E+000,6.98950000E-004,1.00000000E+000,-2.32550000E-009,*
4.00000000E+000,8.11310000E-004,1.00000000E+000,1.37750000E-009,*
4.20000000E+000,9.50390000E-004,1.00000000E+000,-1.04350000E-009,*
4.40000000E+000,1.12250000E-003,1.00000000E+000,7.15970000E-010,*
4.60000000E+000,1.33750000E-003,1.00000000E+000,1.73700000E-009,*
4.80000000E+000,1.59650000E-003,1.00000000E+000,-2.70200000E-009,*
5.00000000E+000,1.90200000E-003,1.00000000E+000,3.09240000E-009,*
5.20000000E+000,2.25100000E-003,1.00000000E+000,-2.75390000E-009,*
5.40000000E+000,2.64300000E-003,1.00000000E+000,1.88800000E-009,*
5.60000000E+000,3.07300000E-003,1.00000000E+000,-1.26700000E-009,*
5.80000000E+000,3.55010000E-003,1.00000000E+000,4.65490000E-010,*
6.00000000E+000,4.08240000E-003,1.00000000E+000,1.44600000E-009,*
6.20000000E+000,4.65300000E-003,1.00000000E+000,-2.39550000E-009,*
6.40000000E+000,5.25500000E-003,1.00000000E+000,3.06940000E-009,*
6.60000000E+000,5.92850000E-003,1.00000000E+000,-2.97240000E-009,*
6.80000000E+000,6.67860000E-003,1.00000000E+000,2.28500000E-009,*
7.00000000E+000,7.49710000E-003,1.00000000E+000,-1.47550000E-009,*
7.20000000E+000,8.30890000E-003,1.00000000E+000,7.51980000E-010,*
7.40000000E+000,9.12670000E-003,1.00000000E+000,1.79200000E-009,*
7.60000000E+000,9.85100000E-003,1.00000000E+000,-2.91240000E-009,*
7.80000000E+000,1.00980000E-002,1.00000000E+000,3.05490000E-009,*
8.00000000E+000,7.14760000E-002,1.00000000E+000,-3.13800000E-009,*
8.20000000E+000,1.15450000E-002,1.00000000E+000,2.81690000E-009,*
8.40000000E+000,1.20800000E-002,1.00000000E+000,-1.70600000E-009,*
8.60000000E+000,1.25900000E-002,1.00000000E+000,8.37470000E-010,*
8.80000000E+000,1.30700000E-002,1.00000000E+000,1.43550000E-009,*
9.00000000E+000,1.35250000E-002,1.00000000E+000,-2.80690000E-009,*
9.20000000E+000,1.39650000E-002,1.00000000E+000,3.06790000E-009,*
9.40000000E+000,1.43850000E-002,1.00000000E+000,-2.30340000E-009,*
9.60000000E+000,1.47850000E-002,1.00000000E+000,8.88970000E-010,*
9.80000000E+000,1.51550000E-002,1.00000000E+000,1.45350000E-009,*
1.00000000E+001,1.54950000E-002,1.00000000E+000,-2.63450000E-009,*

TEST RESULTS:  1V GATE  04/16/2026  16:01:21


SETUP:2V GATE  04/16/2026  16:01:35
DATE:04/16/2026
TIME:16:01:35

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,2

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  2V GATE  04/16/2026  16:01:35

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,1.48300000E-006,2.00000000E+000,-2.76150000E-009,0.00000000E+000
2.00000000E-001,5.28390000E-005,2.00000000E+000,2.69740000E-009,*
4.00000000E-001,9.75430000E-005,2.00000000E+000,-1.76750000E-009,*
6.00000000E-001,1.36500000E-004,2.00000000E+000,-1.05950000E-009,*
8.00000000E-001,1.69400000E-004,2.00000000E+000,-9.44990000E-011,*
1.00000000E+000,1.96050000E-004,2.00000000E+000,2.20850000E-009,*
1.20000000E+000,2.17500000E-004,2.00000000E+000,-2.87300000E-009,*
1.40000000E+000,2.33450000E-004,2.00000000E+000,3.10840000E-009,*
1.60000000E+000,2.45850000E-004,2.00000000E+000,-2.47600000E-009,*
1.80000000E+000,2.55300000E-004,2.00000000E+000,1.55850000E-009,*
2.00000000E+000,2.63500000E-004,2.00000000E+000,-1.13350000E-009,*
2.20000000E+000,2.71900000E-004,2.00000000E+000,2.41500000E-010,*
2.40000000E+000,2.80710000E-004,2.00000000E+000,1.71750000E-009,*
2.60000000E+000,2.91650000E-004,2.00000000E+000,-2.61590000E-009,*
2.80000000E+000,3.04450000E-004,2.00000000E+000,3.09490000E-009,*
3.00000000E+000,3.20050000E-004,2.00000000E+000,-2.95600000E-009,*
3.20000000E+000,3.37850000E-004,2.00000000E+000,2.19040000E-009,*
3.40000000E+000,3.60100000E-004,2.00000000E+000,-1.41200000E-009,*
3.60000000E+000,3.86300000E-004,2.00000000E+000,7.71990000E-010,*
3.80000000E+000,4.17200000E-004,2.00000000E+000,1.77200000E-009,*
4.00000000E+000,4.56500000E-004,2.00000000E+000,-2.62390000E-009,*
4.20000000E+000,5.04110000E-004,2.00000000E+000,3.13390000E-009,*
4.40000000E+000,5.64460000E-004,2.00000000E+000,-2.62140000E-009,*
4.60000000E+000,6.40660000E-004,2.00000000E+000,1.81150000E-009,*
4.80000000E+000,7.44460000E-004,2.00000000E+000,-1.20200000E-009,*
5.00000000E+000,1.10450000E-003,2.00000000E+000,8.91990000E-010,*
5.20000000E+000,1.70050000E-003,2.00000000E+000,1.41490000E-009,*
5.40000000E+000,2.36360000E-003,2.00000000E+000,-2.37800000E-009,*
5.60000000E+000,3.04850000E-003,2.00000000E+000,3.06290000E-009,*
5.80000000E+000,3.75450000E-003,2.00000000E+000,-2.94850000E-009,*
6.00000000E+000,4.47060000E-003,2.00000000E+000,2.34840000E-009,*
6.20000000E+000,5.19510000E-003,2.00000000E+000,-1.56440000E-009,*
6.40000000E+000,5.92450000E-003,2.00000000E+000,8.36480000E-010,*
6.60000000E+000,6.65260000E-003,2.00000000E+000,1.78150000E-009,*
6.80000000E+000,7.37310000E-003,2.00000000E+000,-2.71790000E-009,*
7.00000000E+000,8.08000000E-003,2.00000000E+000,3.07290000E-009,*
7.20000000E+000,8.76950000E-003,2.00000000E+000,-2.88950000E-009,*
7.40000000E+000,9.43850000E-003,2.00000000E+000,2.11700000E-009,*
7.60000000E+000,1.00850000E-002,2.00000000E+000,-1.44700000E-009,*
7.80000000E+000,1.07100000E-002,2.00000000E+000,-9.98450000E-010,*
8.00000000E+000,1.13000000E-002,2.00000000E+000,-1.58140000E-009,*
8.20000000E+000,1.18650000E-002,2.00000000E+000,2.60650000E-009,*
8.40000000E+000,1.24000000E-002,2.00000000E+000,-3.04190000E-009,*
8.60000000E+000,1.29050000E-002,2.00000000E+000,2.89950000E-009,*
8.80000000E+000,1.33800000E-002,2.00000000E+000,-2.27290000E-009,*
9.00000000E+000,1.38300000E-002,2.00000000E+000,1.31440000E-009,*
9.20000000E+000,1.42500000E-002,2.00000000E+000,-1.02800000E-009,*
9.40000000E+000,1.46400000E-002,2.00000000E+000,-5.95490000E-010,*
9.60000000E+000,1.50050000E-002,2.00000000E+000,2.56440000E-009,*
9.80000000E+000,1.53550000E-002,2.00000000E+000,-3.05740000E-009,*
1.00000000E+001,1.56800000E-002,2.00000000E+000,2.27540000E-009,*

TEST RESULTS:  2V GATE  04/16/2026  16:01:35


SETUP:3V GATE  04/16/2026  16:01:49
DATE:04/16/2026
TIME:16:01:49

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,3

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  3V GATE  04/16/2026  16:01:49

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,1.82000000E-006,3.00000000E+000,3.04900000E-009,0.00000000E+000
2.00000000E-001,7.82760000E-005,3.00000000E+000,-2.50690000E-009,*
4.00000000E-001,1.47000000E-004,3.00000000E+000,-1.42100000E-009,*
6.00000000E-001,2.09000000E-004,3.00000000E+000,9.44450000E-010,*
8.00000000E-001,2.65260000E-004,3.00000000E+000,1.81250000E-009,*
1.00000000E+000,3.16200000E-004,3.00000000E+000,-2.38740000E-009,*
1.20000000E+000,3.60910000E-004,3.00000000E+000,3.18240000E-009,*
1.40000000E+000,4.00650000E-004,3.00000000E+000,-2.81400000E-009,*
1.60000000E+000,4.35200000E-004,3.00000000E+000,2.30500000E-009,*
1.80000000E+000,4.64960000E-004,3.00000000E+000,-1.41450000E-009,*
2.00000000E+000,4.89950000E-004,3.00000000E+000,7.93480000E-010,*
2.20000000E+000,5.10810000E-004,3.00000000E+000,1.70640000E-009,*
2.40000000E+000,5.29050000E-004,3.00000000E+000,-2.61090000E-009,*
2.60000000E+000,5.44970000E-004,3.00000000E+000,3.09050000E-009,*
2.80000000E+000,5.61210000E-004,3.00000000E+000,-2.85740000E-009,*
3.00000000E+000,5.77870000E-004,3.00000000E+000,2.11740000E-009,*
3.20000000E+000,5.96550000E-004,3.00000000E+000,-1.19150000E-009,*
3.40000000E+000,6.19050000E-004,3.00000000E+000,2.69000000E-010,*
3.60000000E+000,6.44210000E-004,3.00000000E+000,2.17240000E-009,*
3.80000000E+000,6.75950000E-004,3.00000000E+000,-2.92990000E-009,*
4.00000000E+000,7.14900000E-004,3.00000000E+000,2.80590000E-009,*
4.20000000E+000,7.62970000E-004,3.00000000E+000,-1.45640000E-009,*
4.40000000E+000,8.23920000E-004,3.00000000E+000,2.80490000E-010,*
4.60000000E+000,9.00360000E-004,3.00000000E+000,2.18240000E-009,*
4.80000000E+000,1.00370000E-003,3.00000000E+000,-2.99440000E-009,*
5.00000000E+000,1.34550000E-003,3.00000000E+000,3.10050000E-009,*
5.20000000E+000,1.93850000E-003,3.00000000E+000,-2.87450000E-009,*
5.40000000E+000,2.59950000E-003,3.00000000E+000,2.16450000E-009,*
5.60000000E+000,3.28550000E-003,3.00000000E+000,-1.41950000E-009,*
5.80000000E+000,3.98800000E-003,3.00000000E+000,7.21490000E-010,*
6.00000000E+000,4.70300000E-003,3.00000000E+000,1.69600000E-009,*
6.20000000E+000,5.42900000E-003,3.00000000E+000,-2.53190000E-009,*
6.40000000E+000,6.15640000E-003,3.00000000E+000,3.06090000E-009,*
6.60000000E+000,6.88410000E-003,3.00000000E+000,-2.76890000E-009,*
6.80000000E+000,7.60150000E-003,3.00000000E+000,2.00600000E-009,*
7.00000000E+000,8.30890000E-003,3.00000000E+000,-1.27500000E-009,*
7.20000000E+000,8.99790000E-003,3.00000000E+000,5.85490000E-010,*
7.40000000E+000,9.66690000E-003,3.00000000E+000,1.96390000E-009,*
7.60000000E+000,1.03130000E-002,3.00000000E+000,-2.64340000E-009,*
7.80000000E+000,1.09350000E-002,3.00000000E+000,-2.86800000E-009,*
8.00000000E+000,1.15250000E-002,3.00000000E+000,3.09440000E-009,*
8.20000000E+000,1.20900000E-002,3.00000000E+000,-2.63450000E-009,*
8.40000000E+000,1.26250000E-002,3.00000000E+000,1.71700000E-009,*
8.60000000E+000,1.31300000E-002,3.00000000E+000,-1.17850000E-009,*
8.80000000E+000,1.36100000E-002,3.00000000E+000,3.48000000E-010,*
9.00000000E+000,1.40550000E-002,3.00000000E+000,1.59550000E-009,*
9.20000000E+000,1.44800000E-002,3.00000000E+000,-2.52650000E-009,*
9.40000000E+000,1.48700000E-002,3.00000000E+000,3.08340000E-009,*
9.60000000E+000,1.52400000E-002,3.00000000E+000,-2.92200000E-009,*
9.80000000E+000,1.55850000E-002,3.00000000E+000,2.24190000E-009,*
1.00000000E+001,1.59150000E-002,3.00000000E+000,-1.57890000E-009,*

TEST RESULTS:  3V GATE  04/16/2026  16:01:49


SETUP:4V GATE  04/16/2026  16:02:03
DATE:04/16/2026
TIME:16:02:03

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,4

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  4V GATE  04/16/2026  16:02:03

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,2.57500000E-006,4.00000000E+000,3.29400000E-009,0.00000000E+000
2.00000000E-001,1.04680000E-004,4.00000000E+000,-2.60440000E-009,*
4.00000000E-001,1.97950000E-004,4.00000000E+000,-1.28850000E-009,*
6.00000000E-001,2.82750000E-004,4.00000000E+000,8.15480000E-010,*
8.00000000E-001,3.60910000E-004,4.00000000E+000,1.91990000E-009,*
1.00000000E+000,4.33300000E-004,4.00000000E+000,-2.51540000E-009,*
1.20000000E+000,4.99960000E-004,4.00000000E+000,3.16640000E-009,*
1.40000000E+000,5.61710000E-004,4.00000000E+000,-2.47500000E-009,*
1.60000000E+000,6.17950000E-004,4.00000000E+000,1.72650000E-009,*
1.80000000E+000,6.69240000E-004,4.00000000E+000,-1.03100000E-009,*
2.00000000E+000,7.16120000E-004,4.00000000E+000,2.64490000E-010,*
2.20000000E+000,7.56950000E-004,4.00000000E+000,1.94390000E-009,*
2.40000000E+000,7.94560000E-004,4.00000000E+000,-2.90240000E-009,*
2.60000000E+000,8.28150000E-004,4.00000000E+000,3.07590000E-009,*
2.80000000E+000,8.59850000E-004,4.00000000E+000,-2.47140000E-009,*
3.00000000E+000,8.88940000E-004,4.00000000E+000,1.73400000E-009,*
3.20000000E+000,9.16810000E-004,4.00000000E+000,-1.12350000E-009,*
3.40000000E+000,9.44970000E-004,4.00000000E+000,3.88500000E-010,*
3.60000000E+000,9.73670000E-004,4.00000000E+000,1.65990000E-009,*
3.80000000E+000,1.00790000E-003,4.00000000E+000,-2.37550000E-009,*
4.00000000E+000,1.04670000E-003,4.00000000E+000,3.12640000E-009,*
4.20000000E+000,1.09500000E-003,4.00000000E+000,-2.86050000E-009,*
4.40000000E+000,1.15500000E-003,4.00000000E+000,3.09400000E-009,*
4.60000000E+000,1.23150000E-003,4.00000000E+000,-2.50390000E-009,*
4.80000000E+000,1.33450000E-003,4.00000000E+000,1.59650000E-009,*
5.00000000E+000,1.66150000E-003,4.00000000E+000,-1.03950000E-009,*
5.20000000E+000,2.25200000E-003,4.00000000E+000,-9.49990000E-012,*
5.40000000E+000,2.91300000E-003,4.00000000E+000,2.16100000E-009,*
5.60000000E+000,3.59750000E-003,4.00000000E+000,-2.83740000E-009,*
5.80000000E+000,4.30010000E-003,4.00000000E+000,3.09550000E-009,*
6.00000000E+000,5.01510000E-003,4.00000000E+000,-2.63390000E-009,*
6.20000000E+000,5.73850000E-003,4.00000000E+000,1.77650000E-009,*
6.40000000E+000,6.46610000E-003,4.00000000E+000,-1.07750000E-009,*
6.60000000E+000,7.19210000E-003,4.00000000E+000,1.59000000E-010,*
6.80000000E+000,7.90740000E-003,4.00000000E+000,1.85840000E-009,*
7.00000000E+000,8.61310000E-003,4.00000000E+000,-2.69790000E-009,*
7.20000000E+000,9.30020000E-003,4.00000000E+000,3.10690000E-009,*
7.40000000E+000,9.96690000E-003,4.00000000E+000,-2.82150000E-009,*
7.60000000E+000,1.06100000E-002,4.00000000E+000,-2.05750000E-009,*
7.80000000E+000,1.12350000E-002,4.00000000E+000,9.83500000E-010,*
8.00000000E+000,1.18250000E-002,4.00000000E+000,2.01100000E-009,*
8.20000000E+000,1.23950000E-002,4.00000000E+000,-2.80990000E-009,*
8.40000000E+000,1.29250000E-002,4.00000000E+000,3.09590000E-009,*
8.60000000E+000,1.34350000E-002,4.00000000E+000,-2.52250000E-009,*
8.80000000E+000,1.39100000E-002,4.00000000E+000,1.57390000E-009,*
9.00000000E+000,1.43600000E-002,4.00000000E+000,-1.13540000E-009,*
9.20000000E+000,1.47800000E-002,4.00000000E+000,2.11490000E-010,*
9.40000000E+000,1.51750000E-002,4.00000000E+000,1.74500000E-009,*
9.60000000E+000,1.55400000E-002,4.00000000E+000,-2.66240000E-009,*
9.80000000E+000,1.58850000E-002,4.00000000E+000,3.10050000E-009,*
1.00000000E+001,1.62150000E-002,4.00000000E+000,-2.90990000E-009,*

TEST RESULTS:  4V GATE  04/16/2026  16:02:03


SETUP:5V GATE  04/16/2026  16:02:17
DATE:04/16/2026
TIME:16:02:17

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,5

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  5V GATE  04/16/2026  16:02:17

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,2.87850000E-006,5.00000000E+000,1.75000000E-010,0.00000000E+000
2.00000000E-001,1.28900000E-004,5.00000000E+000,-2.84090000E-009,*
4.00000000E-001,2.45790000E-004,5.00000000E+000,3.02040000E-009,*
6.00000000E-001,3.54100000E-004,5.00000000E+000,-1.98250000E-009,*
8.00000000E-001,4.54860000E-004,5.00000000E+000,1.28000000E-009,*
1.00000000E+000,5.47800000E-004,5.00000000E+000,-6.87490000E-010,*
1.20000000E+000,6.35590000E-004,5.00000000E+000,-1.78350000E-009,*
1.40000000E+000,7.17400000E-004,5.00000000E+000,3.03500000E-009,*
1.60000000E+000,7.94860000E-004,5.00000000E+000,-2.85450000E-009,*
1.80000000E+000,8.65700000E-004,5.00000000E+000,2.50190000E-009,*
2.00000000E+000,9.32600000E-004,5.00000000E+000,-1.49650000E-009,*
2.20000000E+000,9.94380000E-004,5.00000000E+000,9.82480000E-010,*
2.40000000E+000,1.05000000E-003,5.00000000E+000,-2.53490000E-010,*
2.60000000E+000,1.10500000E-003,5.00000000E+000,-1.72050000E-009,*
2.80000000E+000,1.15450000E-003,5.00000000E+000,2.93340000E-009,*
3.00000000E+000,1.20200000E-003,5.00000000E+000,-2.97390000E-009,*
3.20000000E+000,1.24650000E-003,5.00000000E+000,2.81490000E-009,*
3.40000000E+000,1.29100000E-003,5.00000000E+000,-1.84090000E-009,*
3.60000000E+000,1.33350000E-003,5.00000000E+000,1.12000000E-009,*
3.80000000E+000,1.37750000E-003,5.00000000E+000,-6.00500000E-010,*
4.00000000E+000,1.42500000E-003,5.00000000E+000,-1.36800000E-009,*
4.20000000E+000,1.47800000E-003,5.00000000E+000,2.61800000E-009,*
4.40000000E+000,1.54150000E-003,5.00000000E+000,-2.96390000E-009,*
4.60000000E+000,1.61850000E-003,5.00000000E+000,2.99140000E-009,*
4.80000000E+000,1.72100000E-003,5.00000000E+000,-2.08650000E-009,*
5.00000000E+000,2.03000000E-003,5.00000000E+000,1.19850000E-009,*
5.20000000E+000,2.61100000E-003,5.00000000E+000,-2.93500000E-010,*
5.40000000E+000,3.27160000E-003,5.00000000E+000,-1.83690000E-009,*
5.60000000E+000,3.95460000E-003,5.00000000E+000,3.11550000E-009,*
5.80000000E+000,4.65460000E-003,5.00000000E+000,-2.57490000E-009,*
6.00000000E+000,5.36750000E-003,5.00000000E+000,1.75500000E-009,*
6.20000000E+000,6.08900000E-003,5.00000000E+000,-8.03990000E-010,*
6.40000000E+000,6.81540000E-003,5.00000000E+000,-1.92200000E-009,*
6.60000000E+000,7.54050000E-003,5.00000000E+000,2.97940000E-009,*
6.80000000E+000,8.25690000E-003,5.00000000E+000,-2.92090000E-009,*
7.00000000E+000,8.96120000E-003,5.00000000E+000,2.50390000E-009,*
7.20000000E+000,9.64980000E-003,5.00000000E+000,-1.29700000E-009,*
7.40000000E+000,1.03160000E-002,5.00000000E+000,3.53990000E-010,*
7.60000000E+000,1.09600000E-002,5.00000000E+000,-1.89950000E-009,*
7.80000000E+000,1.15850000E-002,5.00000000E+000,3.10390000E-009,*
8.00000000E+000,1.21800000E-002,5.00000000E+000,-2.88490000E-009,*
8.20000000E+000,1.27400000E-002,5.00000000E+000,1.60150000E-009,*
8.40000000E+000,1.32800000E-002,5.00000000E+000,-7.33990000E-010,*
8.60000000E+000,1.37850000E-002,5.00000000E+000,-1.34350000E-009,*
8.80000000E+000,1.42600000E-002,5.00000000E+000,2.91850000E-009,*
9.00000000E+000,1.47100000E-002,5.00000000E+000,-2.88240000E-009,*
9.20000000E+000,1.51250000E-002,5.00000000E+000,1.53800000E-009,*
9.40000000E+000,1.55200000E-002,5.00000000E+000,-7.33990000E-010,*
